"AccSpeciesName","AccSpeciesID","Genus","SpeciesEpithet","Family","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","param_count_before","param_count_after","PFT","spec.name","scientificName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","family","taxonID"
"Cladostemon kirkii",13235,"Cladostemon","kirkii","Capparaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cladostemon kirkii","Crateva kirkii","Accepted",TRUE,"(Oliv.) Christenh. & Byng","Crateva","Capparaceae","wfo-0001423546"
"Clausena anisata",13287,"Clausena","anisata","Rutaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Clausena anisata","Clausena anisata","Accepted",FALSE,"(Willd.) Hook.f.","Clausena","Rutaceae","wfo-0000608620"
"Cleistanthus polystachyus",13327,"Cleistanthus","polystachyus","Euphorbiaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Cleistanthus polystachyus","Cleistanthus polystachyus","Accepted",FALSE,"Hook.f. ex Planch.","Cleistanthus","Phyllanthaceae","wfo-0000877337"
"Cleistanthus schlechteri",13328,"Cleistanthus","schlechteri","Euphorbiaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cleistanthus schlechteri","Cleistanthus schlechteri","Accepted",FALSE,"(Pax) Hutch.","Cleistanthus","Phyllanthaceae","wfo-0000877576"
"Cleistopholis patens",13362,"Cleistopholis","patens","Annonaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cleistopholis patens","Cleistopholis patens","Accepted",FALSE,"(Benth.) Engl. & Diels","Cleistopholis","Annonaceae","wfo-0000609410"
"Coelocaryon preussii",13776,"Coelocaryon","preussii","Myristicaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Coelocaryon preussii","Coelocaryon preussii","Accepted",FALSE,"Warb.","Coelocaryon","Myristicaceae","wfo-0000614109"
"Coffea arabica",13809,"Coffea","arabica","Rubiaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Coffea arabica","Coffea arabica","Accepted",FALSE,"L.","Coffea","Rubiaceae","wfo-0000910097"
"Coffea liberica",13820,"Coffea","liberica","Rubiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Coffea liberica","Coffea liberica","Accepted",FALSE,"W.Bull","Coffea","Rubiaceae","wfo-0000911201"
"Coffea racemosa",13823,"Coffea","racemosa","Rubiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Coffea racemosa","Coffea racemosa","Accepted",FALSE,"Lour.","Coffea","Rubiaceae","wfo-0000912083"
"Cojoba arborea",13844,"Cojoba","arborea","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cojoba arborea","Cojoba arborea","Accepted",FALSE,"(L.) Britton & Rose","Cojoba","Fabaceae","wfo-0000171255"
"Cola acuminata",13848,"Cola","acuminata","Sterculiaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Cola acuminata","Cola acuminata","Accepted",FALSE,"(P.Beauv.) Schott & Endl.","Cola","Malvaceae","wfo-0000614368"
"Cola chlamydantha",13850,"Cola","chlamydantha","Sterculiaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Cola chlamydantha","Cola chlamydantha","Accepted",FALSE,"K.Schum.","Cola","Malvaceae","wfo-0000614397"
"Cola congolana",13852,"Cola","congolana","Sterculiaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Cola congolana","Cola congolana","Accepted",FALSE,"De Wild. & T.Durand","Cola","Malvaceae","wfo-0000614401"
"Cola gigantea",13857,"Cola","gigantea","Sterculiaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Cola gigantea","Cola gigantea","Accepted",FALSE,"A.Chev.","Cola","Malvaceae","wfo-0000614423"
"Cola greenwayi",13858,"Cola","greenwayi","Sterculiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cola greenwayi","Cola greenwayi","Accepted",FALSE,"Brenan","Cola","Malvaceae","wfo-0000614431"
"Cola lateritia",13860,"Cola","lateritia","Sterculiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cola lateritia","Cola lateritia","Accepted",FALSE,"K.Schum.","Cola","Malvaceae","wfo-0000614445"
"Cola lepidota",13861,"Cola","lepidota","Sterculiaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Cola lepidota","Cola lepidota","Accepted",FALSE,"K.Schum.","Cola","Malvaceae","wfo-0000614451"
"Cola minor",13864,"Cola","minor","Sterculiaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Cola minor","Cola minor","Accepted",FALSE,"Brenan","Cola","Malvaceae","wfo-0000614479"
"Cola pachycarpa",13868,"Cola","pachycarpa","Sterculiaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Cola pachycarpa","Cola pachycarpa","Accepted",FALSE,"K.Schum.","Cola","Malvaceae","wfo-0000614497"
"Cola rostrata",13869,"Cola","rostrata","Sterculiaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Cola rostrata","Cola rostrata","Accepted",FALSE,"K.Schum.","Cola","Malvaceae","wfo-0000614517"
"Colpoon compressum",66774,"Colpoon","compressum","Santalaceae","tree","broadleaved","evergreen",NA,0,3,"BET-Tr","Colpoon compressum","Osyris compressa","Accepted",TRUE,"A.DC.","Osyris","Santalaceae","wfo-0000388248"
"Combretum collinum",14015,"Combretum","collinum","Combretaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Combretum collinum","Combretum collinum","Accepted",FALSE,"Fresen.","Combretum","Combretaceae","wfo-0000616192"
"Combretum zeyheri",14067,"Combretum","zeyheri","Combretaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Combretum zeyheri","Combretum zeyheri","Accepted",FALSE,"Sond.","Combretum","Combretaceae","wfo-0000616927"
"Commiphora schimperi",14134,"Commiphora","schimperi","Burseraceae","shrub/tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Commiphora schimperi","Commiphora schimperi","Accepted",FALSE,"(O.Berg) Engl.","Commiphora","Burseraceae","wfo-0000617462"
"Copaifera mildbraedii",14303,"Copaifera","mildbraedii","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Copaifera mildbraedii","Copaifera mildbraedii","Accepted",FALSE,"Harms","Copaifera","Fabaceae","wfo-0000165200"
"Coptosperma nigrescens",14357,"Coptosperma","nigrescens","Rubiaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Coptosperma nigrescens","Coptosperma nigrescens","Accepted",FALSE,"Hook.f.","Coptosperma","Rubiaceae","wfo-0000923800"
"Coptosperma supra-axillare",66871,"Coptosperma","supra-axillare","Rubiaceae","shrub/tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Coptosperma supra-axillare","Coptosperma supra-axillare","Accepted",FALSE,"(Hemsl.) Degreef","Coptosperma","Rubiaceae","wfo-0000336099"
"Cordia caffra",14403,"Cordia","caffra","Boraginaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cordia caffra","Cordia afra","Accepted",FALSE,"Sond.","Cordia","Boraginaceae","wfo-0000620322"
"Cordia dentata",14408,"Cordia","dentata","Boraginaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Cordia dentata","Cordia dentata","Accepted",FALSE,"Poir.","Cordia","Boraginaceae","wfo-0000620413"
"Cordia megalantha",14436,"Cordia","megalantha","Boraginaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cordia megalantha","Cordia megalantha","Accepted",FALSE,"S.F.Blake","Cordia","Boraginaceae","wfo-0000620725"
"Cordia monoica",14439,"Cordia","monoica","Boraginaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Cordia monoica","Cordia monoica","Accepted",FALSE,"Roxb.","Cordia","Boraginaceae","wfo-0000620753"
"Cordyla africana",14476,"Cordyla","africana","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cordyla africana","Cordyla africana","Accepted",FALSE,"Lour.","Cordyla","Fabaceae","wfo-0000171442"
"Cornus volkensii",14604,"Cornus","volkensii","Cornaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Cornus volkensii","Cornus volkensii","Accepted",FALSE,"Harms","Cornus","Cornaceae","wfo-0000924882"
"Corymbia citriodora",14706,"Corymbia","citriodora","Myrtaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Corymbia citriodora","Corymbia citriodora","Accepted",FALSE,"(Hook.) K.D.Hill & L.A.S.Johnson","Corymbia","Myrtaceae","wfo-0000925431"
"Corynanthe pachyceras",14741,"Corynanthe","pachyceras","Rubiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Corynanthe pachyceras","Corynanthe pachyceras","Accepted",FALSE,"K.Schum.","Corynanthe","Rubiaceae","wfo-0000925777"
"Coula edulis",14880,"Coula","edulis","Olacaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Coula edulis","Coula edulis","Accepted",FALSE,"Baill.","Coula","Olacaceae","wfo-0000624101"
"Craibia brevicaudata",14960,"Craibia","brevicaudata","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Craibia brevicaudata","Craibia brevicaudata","Accepted",FALSE,"(Vatke) Dunn","Craibia","Fabaceae","wfo-0000198622"
"Craibia zimmermannii",14962,"Craibia","zimmermannii","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Craibia zimmermannii","Craibia zimmermannii","Accepted",FALSE,"(Harms) Dunn","Craibia","Fabaceae","wfo-0000198816"
"Croton megalocarpus",15560,"Croton","megalocarpus","Euphorbiaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Croton megalocarpus","Croton megalocarpus","Accepted",FALSE,"Hutch.","Croton","Euphorbiaceae","wfo-0000931666"
"Croton pseudopulchellus",15579,"Croton","pseudopulchellus","Euphorbiaceae","shrub/tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Croton pseudopulchellus","Croton pseudopulchellus","Accepted",FALSE,"Pax","Croton","Euphorbiaceae","wfo-0000932085"
"Croton steenkampianus",15590,"Croton","steenkampianus","Euphorbiaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Croton steenkampianus","Croton steenkampianus","Accepted",FALSE,"Gerstner","Croton","Euphorbiaceae","wfo-0000932431"
"Cryptocarya thouvenotii",15767,"Cryptocarya","thouvenotii","Lauraceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Cryptocarya thouvenotii","Cryptocarya thouvenotii","Accepted",FALSE,"(Danguy) Kosterm.","Cryptocarya","Lauraceae","wfo-0000628232"
"Cryptosepalum exfoliatum",15793,"Cryptosepalum","exfoliatum","Fabaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cryptosepalum exfoliatum","Cryptosepalum exfoliatum","Accepted",FALSE,"De Wild.","Cryptosepalum","Fabaceae","wfo-0000165465"
"Cunonia capensis",15886,"Cunonia","capensis","Cunoniaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cunonia capensis","Cunonia capensis","Accepted",FALSE,"L.","Cunonia","Cunoniaceae","wfo-0000629352"
"Curtisia dentata",15954,"Curtisia","dentata","Cornaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Curtisia dentata","Curtisia dentata","Accepted",FALSE,"(Burm.f.) C.A.Sm.","Curtisia","Curtisiaceae","wfo-0000933604"
"Cussonia spicata",15994,"Cussonia","spicata","Araliaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Cussonia spicata","Cussonia spicata","Accepted",FALSE,"Thunb.","Cussonia","Araliaceae","wfo-0000933671"
"Cylicodiscus gabunensis",16162,"Cylicodiscus","gabunensis","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Cylicodiscus gabunensis","Cylicodiscus gabunensis","Accepted",FALSE,"Harms","Cylicodiscus","Fabaceae","wfo-0000174888"
"Cynometra alexandri",16308,"Cynometra","alexandri","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Cynometra alexandri","Cynometra alexandri","Accepted",FALSE,"C.H.Wright","Cynometra","Fabaceae","wfo-0000165801"
"Cynometra hankei",16312,"Cynometra","hankei","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Cynometra hankei","Cynometra hankei","Accepted",FALSE,"Harms","Cynometra","Fabaceae","wfo-0000165915"
"Cynometra webberi",16327,"Cynometra","webberi","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Cynometra webberi","Cynometra webberi","Accepted",FALSE,"Baker f.","Cynometra","Fabaceae","wfo-0000166156"
"Dacryodes edulis",16675,"Dacryodes","edulis","Burseraceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Dacryodes edulis","Pachylobus edulis","Accepted",TRUE,"G.Don","Pachylobus","Burseraceae","wfo-0000397045"
"Dacryodes klaineana",16680,"Dacryodes","klaineana","Burseraceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Dacryodes klaineana","Pachylobus klaineanus","Accepted",TRUE,"(Pierre) Guillaumin","Pachylobus","Burseraceae","wfo-0000397052"
"Dalbergia lactea",16781,"Dalbergia","lactea","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Dalbergia lactea","Dalbergia lactea","Accepted",FALSE,"Vatke","Dalbergia","Fabaceae","wfo-0000172201"
"Daniellia oliveri",16878,"Daniellia","oliveri","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Daniellia oliveri","Daniellia oliveri","Accepted",FALSE,"(Rolfe) Hutch. & Dalziel","Daniellia","Fabaceae","wfo-0000166281"
"Dasylepis integra",17008,"Dasylepis","integra","Flacourtiaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Dasylepis integra","Dasylepis integra","Accepted",FALSE,"Warb.","Dasylepis","Achariaceae","wfo-0000924919"
"Detarium senegalense",17506,"Detarium","senegalense","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Detarium senegalense","Detarium senegalense","Accepted",FALSE,"J.F.Gmel.","Detarium","Fabaceae","wfo-0000166443"
"Dialium englerianum",17539,"Dialium","englerianum","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Dialium englerianum","Dialium englerianum","Accepted",FALSE,"Henriq.","Dialium","Fabaceae","wfo-0000166574"
"Dialium guineense",17542,"Dialium","guineense","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Dialium guineense","Dialium guineense","Accepted",FALSE,"Willd.","Dialium","Fabaceae","wfo-0000166689"
"Dialium orientale",17553,"Dialium","orientale","Fabaceae","tree","broadleaved","evergreen","C3",3,4,"BET-Tr","Dialium orientale","Dialium orientale","Accepted",FALSE,"Baker f.","Dialium","Fabaceae","wfo-0000166745"
"Dialium pachyphyllum",17554,"Dialium","pachyphyllum","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Dialium pachyphyllum","Dialium pachyphyllum","Accepted",FALSE,"Harms","Dialium","Fabaceae","wfo-0000166755"
"Dialium schlechteri",17559,"Dialium","schlechteri","Fabaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Dialium schlechteri","Dialium schlechteri","Accepted",FALSE,"Harms","Dialium","Fabaceae","wfo-0000166850"
"Dichostemma caloneura",58283,"Dichostemma","caloneura","Euphorbiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Dichostemma caloneura","Dichostemma","Accepted",FALSE,"Pierre","Dichostemma","Euphorbiaceae","wfo-4000011441"
"Dichostemma glaucescens",17738,"Dichostemma","glaucescens","Euphorbiaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Dichostemma glaucescens","Dichostemma glaucescens","Accepted",FALSE,"Pierre","Dichostemma","Euphorbiaceae","wfo-0000942979"
"Didelotia africana",17811,"Didelotia","africana","Fabaceae","tree","broadleaved","evergreen","C3",2,4,"BET-Tr","Didelotia africana","Didelotia africana","Accepted",FALSE,"Baill.","Didelotia","Fabaceae","wfo-0000166907"
"Diospyros abyssinica",18415,"Diospyros","abyssinica","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros abyssinica","Diospyros abyssinica","Accepted",FALSE,"(Hiern) F.White","Diospyros","Ebenaceae","wfo-0000648453"
"Diospyros barteri",18433,"Diospyros","barteri","Ebenaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Diospyros barteri","Diospyros barteri","Accepted",FALSE,"Hiern","Diospyros","Ebenaceae","wfo-0000648554"
"Diospyros batocana",18434,"Diospyros","batocana","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros batocana","Diospyros batocana","Accepted",FALSE,"Hiern","Diospyros","Ebenaceae","wfo-0000648555"
"Diospyros bipindensis",18437,"Diospyros","bipindensis","Ebenaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Diospyros bipindensis","Diospyros bipindensis","Accepted",FALSE,"Gürke","Diospyros","Ebenaceae","wfo-0000648578"
"Diospyros boala",18439,"Diospyros","boala","Ebenaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Diospyros boala","Diospyros boala","Accepted",FALSE,"De Wild.","Diospyros","Ebenaceae","wfo-0000648582"
"Diospyros canaliculata",18448,"Diospyros","canaliculata","Ebenaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Diospyros canaliculata","Diospyros canaliculata","Accepted",FALSE,"De Wild.","Diospyros","Ebenaceae","wfo-0000648632"
"Diospyros cinnabarina",18456,"Diospyros","cinnabarina","Ebenaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Diospyros cinnabarina","Diospyros cinnabarina","Accepted",FALSE,"(Gürke) F.White","Diospyros","Ebenaceae","wfo-0000648688"
"Diospyros confertiflora",18458,"Diospyros","confertiflora","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros confertiflora","Diospyros confertiflora","Accepted",FALSE,"(Hiern) Bakh.","Diospyros","Ebenaceae","wfo-0000648705"
"Diospyros crassiflora",18463,"Diospyros","crassiflora","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros crassiflora","Diospyros crassiflora","Accepted",FALSE,"Hiern","Diospyros","Ebenaceae","wfo-0000648727"
"Diospyros dendo",18470,"Diospyros","dendo","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros dendo","Diospyros dendo","Accepted",FALSE,"Welw. ex Hiern","Diospyros","Ebenaceae","wfo-0000648767"
"Diospyros dichrophylla",18473,"Diospyros","dichrophylla","Ebenaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Diospyros dichrophylla","Diospyros dichrophylla","Accepted",FALSE,"(Gand.) De Winter","Diospyros","Ebenaceae","wfo-0000648771"
"Diospyros elliotii",67365,"Diospyros","elliotii","Ebenaceae","tree","broadleaved","evergreen",NA,1,3,"BET-Tr","Diospyros elliotii","Diospyros elliotii","Accepted",FALSE,"(Hiern) F.White","Diospyros","Ebenaceae","wfo-0000648812"
"Diospyros gabunensis",18495,"Diospyros","gabunensis","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros gabunensis","Diospyros gabunensis","Accepted",FALSE,"Gürke","Diospyros","Ebenaceae","wfo-0000648975"
"Diospyros hoyleana",18509,"Diospyros","hoyleana","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros hoyleana","Diospyros hoyleana","Accepted",FALSE,"F.White","Diospyros","Ebenaceae","wfo-0000649089"
"Diospyros inhacaensis",18514,"Diospyros","inhacaensis","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros inhacaensis","Diospyros inhacaensis","Accepted",FALSE,"F.White","Diospyros","Ebenaceae","wfo-0000649108"
"Diospyros kirkii",18518,"Diospyros","kirkii","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros kirkii","Diospyros kirkii","Accepted",FALSE,"Hiern","Diospyros","Ebenaceae","wfo-0000649162"
"Diospyros lycioides",18531,"Diospyros","lycioides","Ebenaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Diospyros lycioides","Diospyros lycioides","Accepted",FALSE,"Desf.","Diospyros","Ebenaceae","wfo-0000649257"
"Diospyros mannii",18541,"Diospyros","mannii","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros mannii","Diospyros mannii","Accepted",FALSE,"Hiern","Diospyros","Ebenaceae","wfo-0000649299"
"Diospyros mespiliformis",18547,"Diospyros","mespiliformis","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros mespiliformis","Diospyros mespiliformis","Accepted",FALSE,"Hochst. ex A.DC.","Diospyros","Ebenaceae","wfo-0000649333"
"Diospyros natalensis",18555,"Diospyros","natalensis","Ebenaceae","tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros natalensis","Diospyros natalensis","Accepted",FALSE,"(Harv.) Brenan","Diospyros","Ebenaceae","wfo-0000649390"
"Diospyros piscatoria",18577,"Diospyros","piscatoria","Ebenaceae","tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Diospyros piscatoria","Diospyros piscatoria","Accepted",FALSE,"Gürke","Diospyros","Ebenaceae","wfo-0000649555"
"Diospyros quiloensis",18586,"Diospyros","quiloensis","Ebenaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Diospyros quiloensis","Diospyros quiloensis","Accepted",FALSE,"(Hiern) F.White","Diospyros","Ebenaceae","wfo-0000649615"
"Diospyros suaveolens",18604,"Diospyros","suaveolens","Ebenaceae","tree","broadleaved","evergreen",NA,2,3,"BET-Tr","Diospyros suaveolens","Diospyros suaveolens","Accepted",FALSE,"Gürke","Diospyros","Ebenaceae","wfo-0000649796"
"Diospyros whyteana",18630,"Diospyros","whyteana","Ebenaceae","shrub/tree","broadleaved","evergreen","C3",4,4,"BET-Tr","Diospyros whyteana","Diospyros whyteana","Accepted",FALSE,"(Hiern) F.White","Diospyros","Ebenaceae","wfo-0000649978"
"Diospyros zombensis",18635,"Diospyros","zombensis","Ebenaceae","shrub/tree","broadleaved","evergreen",NA,3,3,"BET-Tr","Diospyros zombensis","Diospyros zombensis","Accepted",FALSE,"(B.L.Burtt) F.White","Diospyros","Ebenaceae","wfo-0000650005"
